Male_ID,Group_ID,Collection_date,Hydroyear,T3_conc,GC_conc,Season,Rainfall,Tav,Group_size,Hierarchy_stability,T3_storage,GC_storage,Age,Alpha_status,Ordinal_rank,Consortships,Aggression,Genetic_ancestry,,,,,,,,,,,,
144,F,11/14/2007,2008,127.60,93.00,short rain,16.00,24.10,11,unstable,13.58,0.68,11.26,non-alpha,6,0.00,0.06,0.539,,,,,,,,,,,,
146,K,11/14/2006,2007,184.32,75.90,short rain,24.00,24.30,10,unstable,14.71,0.67,10.05,non-alpha,5,17.00,0.42,0.606,,,,,,,,,,,,
98,A,11/14/2008,2009,84.16,116.18,short rain,59.00,25.20,15,stable,12.54,0.85,13.56,non-alpha,4,0.00,0.22,NA,,,,,,,,,,,,
159,A,11/14/2008,2009,92.48,80.01,short rain,59.00,25.20,15,stable,12.54,0.85,10.22,alpha,1,0.00,0.22,NA,,,,,,,,,,,,
133,E,11/14/2017,2018,124.11,113.41,short rain,50.00,24.40,8,stable,1.23,1.75,11.58,non-alpha,7,0.00,-0.25,0.322,,,,,,,,,,,,
45,B,11/14/2012,2013,152.15,71.67,short rain,38.00,24.30,15,stable,7.08,0.81,11.18,non-alpha,9,0.00,-0.24,0.446,,,,,,,,,,,,
102,F,11/14/2012,2013,118.34,83.39,short rain,38.00,24.30,11,stable,7.08,0.81,10.94,non-alpha,2,0.00,-0.24,0.476,,,,,,,,,,,,
11,M,11/14/2012,2013,105.33,45.34,short rain,38.00,24.30,10,unstable,8.50,0.81,11.97,alpha,1,0.00,0.53,NA,,,,,,,,,,,,
4,H,11/14/2016,2017,110.34,76.37,short rain,12.00,24.50,10,unstable,3.72,1.65,11.06,non-alpha,2,35.00,0.61,NA,,,,,,,,,,,,
95,F,11/15/2006,2007,171.56,68.55,short rain,24.00,24.30,11,unstable,14.67,0.67,17.03,non-alpha,9,0.00,-0.30,0.277,,,,,,,,,,,,
128,F,11/15/2006,2007,148.99,164.66,short rain,24.00,24.30,11,unstable,13.27,0.67,9.05,non-alpha,6,25.00,-0.29,0.302,,,,,,,,,,,,
108,D,11/15/2007,2008,230.55,58.70,short rain,16.00,24.10,6,unstable,12.27,0.67,10.47,non-alpha,2,100.00,0.43,0.305,,,,,,,,,,,,
139,K,11/15/2008,2009,138.82,59.66,short rain,59.00,25.30,10,stable,12.54,0.85,17.42,non-alpha,10,0.00,-0.32,0.325,,,,,,,,,,,,
113,F,11/15/2006,2007,263.50,74.52,short rain,24.00,24.30,11,unstable,13.27,0.67,7.65,alpha,1,0.00,0.00,0.391,,,,,,,,,,,,
111,D,11/15/2007,2008,167.74,60.56,short rain,16.00,24.10,6,unstable,10.65,0.68,8.75,alpha,1,0.00,0.69,0.415,,,,,,,,,,,,
137,F,11/15/2008,2009,85.25,55.98,short rain,59.00,25.30,13,unstable,12.54,0.85,12.48,non-alpha,5,21.00,0.19,0.431,,,,,,,,,,,,
73,F,11/15/2008,2009,125.14,38.11,short rain,59.00,25.30,13,unstable,12.54,0.85,10.14,non-alpha,4,0.00,0.01,0.642,,,,,,,,,,,,
134,A,11/15/2006,2007,133.71,111.31,short rain,24.00,24.30,15,stable,14.67,0.67,12.02,non-alpha,11,0.00,0.06,NA,,,,,,,,,,,,
27,A,11/15/2008,2009,95.17,36.58,short rain,59.00,25.30,15,stable,12.54,0.85,14.70,non-alpha,8,0.00,0.04,NA,,,,,,,,,,,,
161,E,11/15/2012,2013,160.58,83.52,short rain,36.00,24.40,8,unstable,7.31,0.81,12.76,non-alpha,8,0.00,-0.30,0.352,,,,,,,,,,,,
58,G,11/15/2017,2018,90.64,141.39,short rain,53.00,24.40,5,unstable,1.23,1.74,15.16,non-alpha,5,0.00,-0.24,NA,,,,,,,,,,,,
173,E,11/15/2012,2013,79.58,89.85,short rain,36.00,24.40,8,unstable,7.07,0.81,8.17,non-alpha,2,6.00,0.40,NA,,,,,,,,,,,,
142,B,11/15/2014,2015,86.04,60.25,short rain,8.00,24.20,10,stable,5.94,1.16,13.02,non-alpha,4,0.00,-0.25,NA,,,,,,,,,,,,
158,A,11/16/2009,2010,81.66,92.65,short rain,8.00,25.30,15,unstable,11.52,1.05,17.10,non-alpha,12,0.00,-0.03,0.368,,,,,,,,,,,,
172,N,11/16/2006,2007,87.63,103.13,short rain,28.00,24.40,18,stable,11.60,0.67,9.91,non-alpha,2,33.00,-0.25,0.517,,,,,,,,,,,,
63,N,11/16/2006,2007,49.33,98.73,short rain,28.00,24.40,18,stable,11.60,0.67,8.83,non-alpha,5,28.00,0.45,0.795,,,,,,,,,,,,
91,A,11/16/2009,2010,95.63,74.62,short rain,8.00,25.30,15,unstable,11.52,1.05,9.48,non-alpha,2,29.00,-0.03,NA,,,,,,,,,,,,
94,N,11/16/2006,2007,216.64,68.31,short rain,28.00,24.40,18,stable,14.67,0.67,11.50,non-alpha,7,0.00,0.23,NA,,,,,,,,,,,,
161,E,11/16/2012,2013,221.07,74.82,short rain,36.00,24.40,8,unstable,7.07,0.80,12.76,non-alpha,8,0.00,-0.30,0.352,,,,,,,,,,,,
102,H,11/16/2016,2017,138.79,78.14,short rain,16.00,24.60,10,unstable,3.72,1.65,14.95,non-alpha,7,10.00,0.24,0.476,,,,,,,,,,,,
73,F,11/16/2012,2013,141.80,77.76,short rain,36.00,24.40,11,stable,8.50,0.80,14.14,non-alpha,8,0.00,-0.24,0.642,,,,,,,,,,,,
157,M,11/16/2012,2013,101.04,89.23,short rain,36.00,24.40,10,unstable,8.50,0.80,16.98,non-alpha,10,0.00,-0.27,NA,,,,,,,,,,,,
50,D,11/17/2008,2009,181.00,77.15,short rain,64.00,25.40,7,unstable,9.89,0.85,8.08,non-alpha,5,0.00,-0.34,0.301,,,,,,,,,,,,
128,F,11/17/2006,2007,141.77,177.81,short rain,30.00,24.40,11,unstable,13.26,0.66,9.06,non-alpha,6,25.00,-0.29,0.302,,,,,,,,,,,,
108,D,11/17/2008,2009,95.58,95.32,short rain,64.00,25.40,7,unstable,11.28,0.85,11.47,non-alpha,4,0.00,-0.04,0.305,,,,,,,,,,,,
161,D,11/17/2008,2009,106.46,193.65,short rain,64.00,25.40,7,unstable,11.28,0.85,8.76,non-alpha,2,28.00,0.56,0.352,,,,,,,,,,,,
137,F,11/17/2008,2009,144.13,104.43,short rain,64.00,25.40,13,unstable,12.53,0.85,12.48,non-alpha,5,21.00,0.19,0.431,,,,,,,,,,,,
116,D,11/17/2006,2007,84.97,75.86,short rain,30.00,24.40,4,unstable,11.60,0.66,9.98,non-alpha,4,0.00,-0.34,0.617,,,,,,,,,,,,
203,D,11/17/2006,2007,249.00,62.74,short rain,30.00,24.40,4,unstable,14.66,0.66,12.24,non-alpha,3,0.00,-0.34,NA,,,,,,,,,,,,
53,A,11/17/2004,2005,104.46,25.44,short rain,7.00,24.80,11,stable,16.69,0.75,15.32,non-alpha,3,0.00,0.02,NA,,,,,,,,,,,,
38,E,11/17/2014,2015,66.46,32.65,short rain,8.00,24.10,8,unstable,5.94,1.15,12.56,non-alpha,5,0.00,-0.27,0.360,,,,,,,,,,,,
102,F,11/17/2011,2012,170.87,160.26,short rain,62.00,24.80,9,unstable,8.06,0.73,9.95,alpha,1,0.00,0.09,0.476,,,,,,,,,,,,
14,B,11/17/2016,2017,82.07,185.67,short rain,32.00,24.50,11,unstable,3.72,1.65,14.57,non-alpha,8,0.00,-0.25,0.522,,,,,,,,,,,,
42,E,11/17/2017,2018,123.35,148.99,short rain,56.00,24.30,8,stable,1.22,1.76,10.07,alpha,1,0.00,0.35,NA,,,,,,,,,,,,
173,E,11/17/2014,2015,180.37,69.14,short rain,8.00,24.10,8,unstable,5.08,1.15,10.17,non-alpha,3,60.00,0.21,NA,,,,,,,,,,,,
37,L,11/17/2012,2013,76.00,42.12,short rain,36.00,24.50,13,stable,7.15,0.80,11.15,non-alpha,4,47.00,0.03,NA,,,,,,,,,,,,
139,K,11/18/2008,2009,78.42,74.68,short rain,70.00,25.30,10,stable,12.53,0.84,17.43,non-alpha,10,0.00,-0.32,0.325,,,,,,,,,,,,
158,A,11/18/2006,2007,143.47,50.79,short rain,34.00,24.50,15,stable,14.66,0.72,14.10,non-alpha,10,0.00,-0.24,0.368,,,,,,,,,,,,
146,K,11/18/2008,2009,93.04,78.75,short rain,70.00,25.30,10,stable,12.53,0.84,12.07,non-alpha,6,69.00,-0.31,0.606,,,,,,,,,,,,
63,D,11/18/2004,2005,144.41,42.94,short rain,7.00,24.90,8,unstable,16.68,0.74,6.83,non-alpha,6,0.00,0.15,0.795,,,,,,,,,,,,
199,D,11/18/2004,2005,139.40,55.85,short rain,7.00,24.90,8,unstable,16.68,0.74,12.59,non-alpha,8,23.00,-0.33,NA,,,,,,,,,,,,
85,D,11/18/2004,2005,167.25,53.98,short rain,7.00,24.90,8,unstable,16.68,0.74,13.99,non-alpha,3,77.00,-0.33,NA,,,,,,,,,,,,
203,D,11/18/2004,2005,136.13,80.06,short rain,7.00,24.90,8,unstable,16.68,0.74,10.24,non-alpha,4,0.00,0.15,NA,,,,,,,,,,,,
29,N,11/18/2006,2007,87.15,53.81,short rain,34.00,24.50,18,stable,14.70,0.70,18.13,non-alpha,15,0.00,-0.25,NA,,,,,,,,,,,,
106,E,11/18/2015,2016,129.35,117.46,short rain,64.00,25.20,6,stable,4.75,1.61,15.88,non-alpha,5,0.00,-0.27,0.303,,,,,,,,,,,,
139,K,11/18/2010,2011,93.51,70.03,short rain,71.00,24.10,18,unstable,10.51,0.72,19.43,non-alpha,10,0.00,-0.27,0.325,,,,,,,,,,,,
70,L,11/18/2014,2015,69.01,68.66,short rain,8.00,24.10,14,unstable,5.08,1.46,11.02,non-alpha,7,4.00,-0.24,0.382,,,,,,,,,,,,
113,H,11/18/2014,2015,102.84,63.65,short rain,8.00,24.10,7,unstable,5.08,1.15,15.67,non-alpha,5,0.00,-0.22,0.391,,,,,,,,,,,,
183,L,11/18/2016,2017,169.57,100.03,short rain,32.00,24.50,8,unstable,3.71,1.64,7.34,non-alpha,5,0.00,-0.25,0.472,,,,,,,,,,,,
201,N,11/18/2010,2011,137.74,107.74,short rain,71.00,24.10,20,stable,10.51,0.72,12.15,non-alpha,6,14.00,0.24,0.524,,,,,,,,,,,,
173,E,11/18/2015,2016,112.44,98.80,short rain,64.00,25.20,6,stable,4.75,1.61,11.18,non-alpha,3,0.00,0.21,NA,,,,,,,,,,,,
1,K,11/18/2010,2011,96.14,44.56,short rain,71.00,24.10,18,unstable,10.51,0.72,8.64,non-alpha,3,0.00,0.58,NA,,,,,,,,,,,,
40,D,11/19/2008,2009,164.35,68.14,short rain,70.00,25.30,7,unstable,11.90,0.84,8.16,alpha,1,0.00,0.51,0.288,,,,,,,,,,,,
108,D,11/19/2008,2009,89.23,144.18,short rain,70.00,25.30,7,unstable,11.27,0.84,11.48,non-alpha,4,0.00,-0.04,0.305,,,,,,,,,,,,
189,F,11/19/2009,2010,184.91,93.03,short rain,42.00,25.30,8,stable,10.29,1.05,9.92,alpha,1,0.00,-0.21,0.313,,,,,,,,,,,,
161,D,11/19/2008,2009,118.90,95.12,short rain,70.00,25.30,7,unstable,11.27,0.84,8.77,non-alpha,2,28.00,0.56,0.352,,,,,,,,,,,,
146,K,11/19/2007,2008,267.95,46.80,short rain,17.00,24.20,11,stable,13.56,0.67,11.07,non-alpha,4,0.00,-0.30,0.606,,,,,,,,,,,,
93,K,11/19/2007,2008,129.37,130.82,short rain,17.00,24.20,11,stable,13.56,0.67,17.49,non-alpha,10,0.00,-0.30,0.645,,,,,,,,,,,,
127,K,11/19/2007,2008,98.08,55.05,short rain,17.00,24.20,11,stable,13.56,0.67,10.32,alpha,1,35.00,0.30,NA,,,,,,,,,,,,
29,N,11/19/2004,2005,167.96,34.69,short rain,5.00,25.10,12,unstable,16.68,0.74,16.13,non-alpha,12,0.00,-0.26,NA,,,,,,,,,,,,
94,N,11/19/2007,2008,213.56,78.28,short rain,17.00,24.20,18,stable,13.56,0.67,12.50,non-alpha,8,0.00,-0.18,NA,,,,,,,,,,,,
102,F,11/19/2010,2011,99.99,75.21,short rain,71.00,24.10,8,stable,9.04,0.72,8.95,non-alpha,2,16.00,0.04,0.476,,,,,,,,,,,,
204,B,11/19/2012,2013,108.75,52.72,short rain,36.00,24.50,15,stable,8.49,0.37,19.92,non-alpha,13,0.00,-0.24,0.613,,,,,,,,,,,,
73,F,11/19/2010,2011,65.24,52.94,short rain,71.00,24.10,8,stable,10.51,0.72,12.15,alpha,1,42.00,-0.26,0.642,,,,,,,,,,,,
142,B,11/19/2015,2016,143.04,107.00,short rain,80.00,25.10,9,unstable,4.75,1.60,14.04,non-alpha,4,37.00,-0.28,NA,,,,,,,,,,,,
79,B,11/19/2015,2016,104.20,72.68,short rain,80.00,25.10,9,unstable,4.75,1.60,11.48,non-alpha,2,63.00,0.20,NA,,,,,,,,,,,,
28,F,11/20/2007,2008,148.60,47.02,short rain,18.00,24.20,11,unstable,13.56,0.67,14.36,non-alpha,10,0.00,-0.24,0.276,,,,,,,,,,,,
95,F,11/20/2006,2007,106.35,79.72,short rain,35.00,24.60,11,unstable,14.65,0.70,17.05,non-alpha,9,0.00,-0.30,0.277,,,,,,,,,,,,
112,F,11/20/2008,2009,252.96,73.80,short rain,66.00,25.20,13,unstable,10.08,0.84,16.51,non-alpha,12,10.00,-0.30,0.299,,,,,,,,,,,,
50,N,11/20/2009,2010,159.88,54.07,short rain,44.00,25.30,13,unstable,9.99,1.04,9.09,non-alpha,7,11.00,-0.11,0.301,,,,,,,,,,,,
89,K,11/20/2006,2007,70.72,30.46,short rain,35.00,24.60,10,unstable,14.65,0.72,13.64,non-alpha,6,0.00,0.20,0.302,,,,,,,,,,,,
108,D,11/20/2007,2008,184.21,48.55,short rain,18.00,24.20,6,unstable,10.64,0.67,10.48,non-alpha,2,100.00,0.43,0.305,,,,,,,,,,,,
139,K,11/20/2006,2007,114.47,94.99,short rain,35.00,24.60,10,unstable,14.65,0.72,15.43,non-alpha,3,17.00,-0.28,0.325,,,,,,,,,,,,
113,F,11/20/2007,2008,174.42,47.48,short rain,18.00,24.20,11,unstable,12.26,0.67,8.67,non-alpha,4,0.00,0.06,0.391,,,,,,,,,,,,
113,F,11/20/2006,2007,95.96,104.48,short rain,35.00,24.60,11,unstable,11.59,0.72,7.67,alpha,1,0.00,0.00,0.391,,,,,,,,,,,,
132,K,11/20/2008,2009,98.74,94.91,short rain,66.00,25.20,10,stable,11.27,0.84,8.17,non-alpha,7,0.00,-0.31,0.441,,,,,,,,,,,,
174,N,11/20/2009,2010,118.97,62.69,short rain,44.00,25.30,13,unstable,11.51,1.04,14.24,non-alpha,12,0.00,-0.11,0.445,,,,,,,,,,,,
144,F,11/20/2007,2008,274.55,48.38,short rain,18.00,24.20,11,unstable,13.56,0.67,11.27,non-alpha,6,0.00,0.06,0.539,,,,,,,,,,,,
10,N,11/20/2009,2010,201.70,202.56,short rain,44.00,25.30,13,unstable,11.51,1.04,21.32,non-alpha,13,10.00,-0.11,0.593,,,,,,,,,,,,
73,F,11/20/2007,2008,342.50,43.35,short rain,18.00,24.20,11,unstable,13.56,0.67,9.15,non-alpha,3,0.00,0.06,0.642,,,,,,,,,,,,
63,D,11/20/2004,2005,153.30,46.26,short rain,5.00,25.10,8,unstable,16.68,0.74,6.84,non-alpha,6,0.00,0.15,0.795,,,,,,,,,,,,
199,D,11/20/2004,2005,97.98,46.91,short rain,5.00,25.10,8,unstable,16.68,0.74,12.59,non-alpha,8,23.00,-0.33,NA,,,,,,,,,,,,
127,K,11/20/2008,2009,66.65,44.41,short rain,66.00,25.20,10,stable,12.53,0.84,11.33,non-alpha,2,0.00,0.39,NA,,,,,,,,,,,,
147,A,11/20/2004,2005,142.42,43.45,short rain,5.00,25.10,11,stable,16.68,0.74,13.11,alpha,1,0.00,0.42,NA,,,,,,,,,,,,
85,F,11/20/2007,2008,286.82,66.08,short rain,18.00,24.20,11,unstable,13.56,0.67,16.99,non-alpha,5,0.00,-0.24,NA,,,,,,,,,,,,
138,F,11/20/2008,2009,137.53,97.14,short rain,66.00,25.20,13,unstable,12.53,0.84,15.49,non-alpha,10,14.00,0.41,NA,,,,,,,,,,,,
106,E,11/20/2015,2016,147.71,80.60,short rain,81.00,25.10,6,stable,4.08,1.60,15.89,non-alpha,5,0.00,-0.27,0.303,,,,,,,,,,,,
133,E,11/20/2017,2018,130.02,86.39,short rain,56.00,24.00,8,stable,1.21,1.75,11.60,non-alpha,7,0.00,-0.25,0.322,,,,,,,,,,,,
172,K,11/20/2010,2011,190.97,62.94,short rain,71.00,24.10,18,unstable,9.04,0.72,13.92,non-alpha,4,0.00,-0.27,0.517,,,,,,,,,,,,
173,E,11/20/2015,2016,114.25,109.22,short rain,81.00,25.10,6,stable,4.75,1.60,11.18,non-alpha,3,0.00,0.21,NA,,,,,,,,,,,,
110,A,11/21/2008,2009,81.43,45.33,short rain,66.00,25.10,15,stable,11.27,0.84,16.16,non-alpha,15,0.00,-0.26,0.240,,,,,,,,,,,,
176,N,11/21/2006,2007,68.81,28.29,short rain,35.00,24.70,18,stable,14.65,0.72,14.95,non-alpha,9,0.00,0.45,0.275,,,,,,,,,,,,
108,D,11/21/2008,2009,159.29,54.56,short rain,66.00,25.10,7,unstable,9.89,0.84,11.48,non-alpha,4,0.00,-0.04,0.305,,,,,,,,,,,,
139,A,11/21/2007,2008,144.40,38.22,short rain,18.00,24.20,12,unstable,13.56,0.67,16.43,non-alpha,11,13.00,-0.24,0.325,,,,,,,,,,,,
161,D,11/21/2008,2009,90.04,79.17,short rain,66.00,25.10,7,unstable,11.27,0.84,8.77,non-alpha,2,28.00,0.56,0.352,,,,,,,,,,,,
158,A,11/21/2007,2008,168.04,78.10,short rain,18.00,24.20,12,unstable,13.56,0.67,15.11,non-alpha,8,0.00,-0.24,0.368,,,,,,,,,,,,
158,A,11/21/2008,2009,130.98,134.49,short rain,66.00,25.10,15,stable,12.52,0.84,16.11,non-alpha,12,0.00,-0.26,0.368,,,,,,,,,,,,
111,D,11/21/2006,2007,130.06,68.70,short rain,35.00,24.70,4,unstable,13.25,0.72,7.77,non-alpha,2,0.00,-0.34,0.415,,,,,,,,,,,,
111,D,11/21/2008,2009,237.91,73.46,short rain,66.00,25.10,7,unstable,9.89,0.84,9.77,non-alpha,3,72.00,0.14,0.415,,,,,,,,,,,,
123,N,11/21/2006,2007,120.65,94.85,short rain,35.00,24.70,18,stable,13.25,0.72,9.22,non-alpha,4,24.00,0.05,0.476,,,,,,,,,,,,
204,K,11/21/2007,2008,145.17,52.52,short rain,18.00,24.20,11,stable,13.56,0.67,14.92,non-alpha,5,0.00,0.30,0.613,,,,,,,,,,,,
93,K,11/21/2007,2008,149.81,147.60,short rain,18.00,24.20,11,stable,13.56,0.67,17.50,non-alpha,10,0.00,-0.30,0.645,,,,,,,,,,,,
69,D,11/21/2008,2009,104.32,71.08,short rain,66.00,25.10,7,unstable,12.52,0.84,18.88,non-alpha,7,0.00,-0.34,NA,,,,,,,,,,,,
127,K,11/21/2007,2008,109.89,58.44,short rain,18.00,24.20,11,stable,13.56,0.67,10.33,alpha,1,35.00,0.30,NA,,,,,,,,,,,,
26,A,11/21/2007,2008,188.99,96.90,short rain,18.00,24.20,12,unstable,13.56,0.72,11.16,non-alpha,5,17.00,-0.24,NA,,,,,,,,,,,,
98,A,11/21/2007,2008,192.07,230.38,short rain,18.00,24.20,12,unstable,13.56,0.67,12.58,non-alpha,3,4.00,0.25,NA,,,,,,,,,,,,
27,A,11/21/2007,2008,118.85,41.07,short rain,18.00,24.20,12,unstable,13.56,0.67,13.72,non-alpha,6,0.00,0.25,NA,,,,,,,,,,,,
91,A,11/21/2008,2009,133.43,74.53,short rain,66.00,25.10,15,stable,12.52,0.84,8.49,non-alpha,7,0.00,-0.26,NA,,,,,,,,,,,,
81,A,11/21/2008,2009,144.66,51.63,short rain,66.00,25.10,15,stable,12.52,0.84,7.96,non-alpha,11,0.00,-0.26,NA,,,,,,,,,,,,
36,A,11/21/2008,2009,130.86,93.20,short rain,66.00,25.10,15,stable,12.52,0.84,12.07,non-alpha,3,0.00,0.04,NA,,,,,,,,,,,,
175,L,11/21/2016,2017,209.26,115.57,short rain,46.00,24.50,8,unstable,3.70,1.63,18.24,non-alpha,8,0.00,-0.25,0.285,,,,,,,,,,,,
106,F,11/21/2013,2014,165.79,47.02,short rain,32.00,24.90,17,stable,6.98,0.62,13.89,non-alpha,10,7.00,0.11,0.303,,,,,,,,,,,,
189,F,11/21/2013,2014,124.71,50.26,short rain,32.00,24.90,17,stable,6.98,0.62,13.93,non-alpha,13,0.00,-0.19,0.313,,,,,,,,,,,,
114,F,11/21/2013,2014,266.12,53.70,short rain,32.00,24.90,17,stable,6.98,0.62,10.44,non-alpha,6,0.00,-0.19,0.350,,,,,,,,,,,,
111,B,11/21/2011,2012,142.58,96.22,short rain,72.00,24.70,13,unstable,8.29,0.68,12.77,non-alpha,13,0.00,-0.28,0.415,,,,,,,,,,,,
181,F,11/21/2013,2014,205.21,44.72,short rain,32.00,24.90,17,stable,6.98,0.62,8.80,non-alpha,5,0.00,0.11,0.450,,,,,,,,,,,,
166,L,11/21/2017,2018,177.34,182.53,short rain,58.00,23.80,7,stable,1.21,1.75,11.49,non-alpha,6,12.00,-0.23,NA,,,,,,,,,,,,
175,N,11/22/2007,2008,237.20,76.34,short rain,18.00,24.20,18,stable,12.25,0.66,9.24,non-alpha,7,0.00,0.42,0.285,,,,,,,,,,,,
141,N,11/22/2007,2008,121.38,73.56,short rain,18.00,24.20,18,stable,13.55,0.66,18.39,non-alpha,16,0.00,-0.18,0.286,,,,,,,,,,,,
128,F,11/22/2008,2009,140.92,208.66,short rain,66.00,25.00,13,unstable,11.26,0.84,11.07,non-alpha,7,21.00,0.71,0.302,,,,,,,,,,,,
128,N,11/22/2007,2008,164.35,49.44,short rain,18.00,24.20,18,stable,12.25,0.66,10.07,non-alpha,10,26.00,-0.18,0.302,,,,,,,,,,,,
139,K,11/22/2008,2009,154.33,74.07,short rain,66.00,25.00,10,stable,12.52,0.84,17.44,non-alpha,10,0.00,-0.32,0.325,,,,,,,,,,,,
137,F,11/22/2008,2009,226.32,93.94,short rain,66.00,25.00,13,unstable,12.52,0.84,12.50,non-alpha,5,21.00,0.19,0.431,,,,,,,,,,,,
174,N,11/22/2004,2005,119.52,44.54,short rain,5.00,25.10,12,unstable,16.67,0.73,9.24,non-alpha,4,0.00,-0.26,0.445,,,,,,,,,,,,
144,F,11/22/2004,2005,114.38,32.49,short rain,5.00,25.10,6,stable,16.67,0.77,8.28,alpha,1,17.00,-0.27,0.539,,,,,,,,,,,,
63,N,11/22/2007,2008,255.60,73.58,short rain,18.00,24.20,18,stable,12.25,0.66,9.84,non-alpha,5,0.00,0.72,0.795,,,,,,,,,,,,
203,D,11/22/2007,2008,83.44,34.96,short rain,18.00,24.20,6,unstable,13.55,0.66,13.25,non-alpha,4,0.00,-0.35,NA,,,,,,,,,,,,
92,F,11/22/2004,2005,144.96,15.61,short rain,5.00,25.10,6,stable,16.67,0.73,15.42,non-alpha,5,0.00,-0.27,NA,,,,,,,,,,,,
127,K,11/22/2008,2009,72.57,58.29,short rain,66.00,25.00,10,stable,12.52,0.84,11.33,non-alpha,2,0.00,0.39,NA,,,,,,,,,,,,
92,F,11/22/2006,2007,117.01,67.67,short rain,35.00,24.70,11,unstable,14.65,0.72,17.42,non-alpha,10,10.00,-0.29,NA,,,,,,,,,,,,
85,F,11/22/2006,2007,171.77,73.89,short rain,35.00,24.70,11,unstable,14.69,0.73,16.00,non-alpha,4,14.00,0.01,NA,,,,,,,,,,,,
51,N,11/22/2004,2005,110.59,30.08,short rain,5.00,25.10,12,unstable,16.67,0.73,10.20,non-alpha,5,0.00,-0.26,NA,,,,,,,,,,,,
85,F,11/22/2008,2009,223.05,105.80,short rain,66.00,25.00,13,unstable,12.52,0.84,18.00,non-alpha,8,4.00,0.01,NA,,,,,,,,,,,,
138,N,11/22/2007,2008,141.53,67.19,short rain,18.00,24.20,18,stable,13.69,0.66,14.50,non-alpha,14,0.00,-0.18,NA,,,,,,,,,,,,
133,E,11/22/2016,2017,131.02,97.48,short rain,46.00,24.50,6,unstable,3.70,1.63,10.61,non-alpha,4,12.00,0.08,0.322,,,,,,,,,,,,
113,H,11/22/2016,2017,134.13,84.47,short rain,46.00,24.50,10,unstable,3.70,1.63,17.68,non-alpha,10,0.00,0.06,0.391,,,,,,,,,,,,
102,H,11/22/2016,2017,192.21,52.59,short rain,46.00,24.50,10,unstable,3.70,1.63,14.96,non-alpha,7,10.00,0.24,0.476,,,,,,,,,,,,
201,N,11/22/2010,2011,158.26,115.63,short rain,71.00,24.00,20,stable,10.50,0.71,12.16,non-alpha,6,14.00,0.24,0.524,,,,,,,,,,,,
197,E,11/22/2016,2017,119.51,56.82,short rain,46.00,24.50,6,unstable,3.70,1.63,9.88,non-alpha,3,15.00,-0.22,NA,,,,,,,,,,,,
46,E,11/22/2017,2018,136.93,87.66,short rain,59.00,23.90,8,stable,1.21,1.74,10.93,non-alpha,4,0.00,0.23,NA,,,,,,,,,,,,
198,L,11/22/2013,2014,104.54,43.36,short rain,32.00,24.80,14,stable,6.98,0.62,8.99,non-alpha,13,0.00,-0.29,NA,,,,,,,,,,,,
158,A,11/23/2004,2005,94.85,34.86,short rain,5.00,25.10,11,stable,16.67,0.73,12.11,non-alpha,5,0.00,-0.28,0.368,,,,,,,,,,,,
113,F,11/23/2007,2008,127.52,110.74,short rain,21.00,24.10,11,unstable,10.63,0.66,8.68,non-alpha,4,0.00,0.06,0.391,,,,,,,,,,,,
76,N,11/23/2009,2010,115.12,59.76,short rain,44.00,25.30,13,unstable,11.61,1.04,9.71,alpha,1,7.00,-0.11,0.699,,,,,,,,,,,,
18,A,11/23/2004,2005,79.26,40.24,short rain,5.00,25.10,11,stable,16.67,0.73,15.41,non-alpha,9,0.00,-0.28,0.701,,,,,,,,,,,,
57,N,11/23/2006,2007,109.29,68.31,short rain,37.00,24.70,18,stable,11.58,0.71,9.54,alpha,1,15.00,0.23,0.707,,,,,,,,,,,,
103,K,11/23/2004,2005,89.32,95.70,short rain,5.00,25.10,5,unstable,16.67,0.73,9.41,alpha,1,100.00,0.18,NA,,,,,,,,,,,,
69,K,11/23/2006,2007,168.54,53.82,short rain,37.00,24.70,10,unstable,14.65,0.71,16.89,non-alpha,10,0.00,-0.28,NA,,,,,,,,,,,,
134,A,11/23/2004,2005,92.31,79.02,short rain,5.00,25.10,11,stable,16.67,0.73,10.04,non-alpha,4,0.00,-0.29,NA,,,,,,,,,,,,
138,A,11/23/2004,2005,68.93,30.30,short rain,5.00,25.10,11,stable,16.67,0.73,11.50,non-alpha,7,0.00,0.02,NA,,,,,,,,,,,,
159,A,11/23/2007,2008,130.99,57.22,short rain,21.00,24.10,12,unstable,13.55,0.66,9.24,alpha,1,0.00,-0.24,NA,,,,,,,,,,,,
134,A,11/23/2007,2008,97.21,193.23,short rain,21.00,24.10,12,unstable,13.55,0.66,13.04,non-alpha,7,0.00,0.25,NA,,,,,,,,,,,,
189,F,11/23/2010,2011,113.20,62.08,short rain,71.00,23.90,8,stable,9.03,0.71,10.93,non-alpha,5,0.00,-0.26,0.313,,,,,,,,,,,,
114,F,11/23/2011,2012,137.55,118.81,short rain,72.00,24.60,9,unstable,8.04,0.67,8.45,non-alpha,2,62.00,0.49,0.350,,,,,,,,,,,,
124,G,11/23/2017,2018,172.70,102.77,short rain,59.00,23.70,5,unstable,1.21,1.74,9.43,non-alpha,3,0.00,0.06,0.457,,,,,,,,,,,,
187,F,11/23/2011,2012,140.95,111.47,short rain,72.00,24.60,9,unstable,8.04,0.67,8.96,non-alpha,3,38.00,0.39,0.506,,,,,,,,,,,,
